ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total
20239,216,33,2025-09-09 00:00:00,4,Loja Física,1224457
20240,516,51,2024-12-12 00:00:00,3,Loja Física,699102
20241,341,93,2025-01-16 00:00:00,3,Online,1405144
20242,705,63,2025-02-26 00:00:00,2,Online,530616
20243,288,59,2025-08-24 00:00:00,3,Online,1262088
20244,9,20,2025-07-02 00:00:00,4,Loja Física,89123
20245,390,17,2025-05-26 00:00:00,4,Loja Física,1547804
20246,721,88,2025-01-06 00:00:00,4,Loja Física,102117
20247,158,92,2025-09-27 00:00:00,1,Online,249881
20248,7,48,2025-05-23 00:00:00,4,Loja Física,1253124
20249,125,90,2025-01-24 00:00:00,3,Online,980494
20250,281,88,2025-08-12 00:00:00,4,Loja Física,102117
20251,650,57,2025-07-15 00:00:00,1,Loja Física,308752
20252,722,98,2025-07-24 00:00:00,4,Online,1641268
20253,90,12,2025-05-29 00:00:00,3,Online,948183
20254,1,97,2025-01-26 00:00:00,1,Loja Física,487918
20255,685,16,2024-12-28 00:00:00,3,Online,1535569
20256,878,6,2025-08-22 00:00:00,3,Online,999292
20257,13,57,2025-07-18 00:00:00,3,Loja Física,926256
20258,828,11,2025-08-04 00:00:00,2,Online,572128
20259,200,23,2025-05-01 00:00:00,3,Online,1394427
20260,997,2,2025-05-20 00:00:00,4,Loja Física,1371293
20261,598,36,2025-01-27 00:00:00,2,Loja Física,692925
20262,82,37,2024-12-14 00:00:00,2,Online,68398
20263,43,75,2025-08-02 00:00:00,2,Loja Física,106615
20264,865,59,2024-12-17 00:00:00,3,Loja Física,1262088
20265,33,16,2025-09-05 00:00:00,2,Loja Física,1023712
20266,181,97,2025-08-06 00:00:00,3,Loja Física,1463754
20267,339,63,2025-09-19 00:00:00,2,Loja Física,530616
20268,324,75,2025-04-15 00:00:00,2,Loja Física,106615
20269,204,59,2025-07-08 00:00:00,4,Online,1682784
20270,213,41,2025-01-17 00:00:00,2,Loja Física,557413
20271,568,76,2024-10-17 00:00:00,4,Loja Física,1254229
20272,671,44,2025-05-24 00:00:00,4,Online,1311332
20273,594,90,2024-12-31 00:00:00,1,Online,326831
20274,446,71,2025-08-23 00:00:00,1,Online,193518
20275,367,37,2025-05-04 00:00:00,4,Loja Física,136796
20276,871,54,2025-07-27 00:00:00,3,Loja Física,288905
20277,749,89,2025-07-11 00:00:00,1,Loja Física,449709
20278,634,85,2024-10-27 00:00:00,1,Loja Física,150395
20279,962,12,2025-07-14 00:00:00,3,Online,948183
20280,816,33,2025-03-27 00:00:00,1,Online,306114
20281,266,88,2024-10-22 00:00:00,3,Loja Física,76588
20282,711,16,2025-06-15 00:00:00,1,Loja Física,511856
20283,522,84,2024-10-02 00:00:00,3,Online,1214279
20284,468,75,2025-07-16 00:00:00,1,Loja Física,53307
20285,289,1,2025-03-28 00:00:00,1,Loja Física,191457
20286,413,13,2025-08-27 00:00:00,2,Online,892816
20287,247,62,2025-04-12 00:00:00,3,Online,833825
20288,53,23,2025-08-23 00:00:00,1,Online,464809
20289,447,75,2024-10-07 00:00:00,4,Loja Física,21323
20290,429,48,2025-09-21 00:00:00,2,Online,626562
20291,952,83,2025-02-25 00:00:00,4,Loja Física,42544
20292,839,100,2024-12-28 00:00:00,3,Loja Física,3000
20293,326,39,2025-06-07 00:00:00,2,Online,1000323
20294,756,53,2025-08-21 00:00:00,3,Loja Física,1401033
20295,546,21,2025-04-13 00:00:00,2,Loja Física,244298
20296,230,65,2025-08-23 00:00:00,3,Online,32232
20297,707,23,2024-11-03 00:00:00,4,Loja Física,1859236
20298,52,20,2025-08-14 00:00:00,3,Online,668422
20299,751,32,2025-03-15 00:00:00,4,Online,1491982
20300,379,5,2025-06-11 00:00:00,2,Loja Física,79621
20301,268,84,2025-03-05 00:00:00,2,Online,809519
20302,913,16,2024-12-11 00:00:00,2,Online,1023712
20303,578,59,2025-05-05 00:00:00,3,Loja Física,1262088
20304,672,84,2025-03-28 00:00:00,3,Online,1214279
20305,79,84,2025-03-31 00:00:00,2,Loja Física,809519
20306,371,92,2025-01-17 00:00:00,1,Loja Física,249881
20307,608,71,2025-05-22 00:00:00,2,Loja Física,387035
20308,694,86,2024-11-21 00:00:00,2,Online,806588
20309,937,6,2025-04-03 00:00:00,3,Loja Física,999292
20310,101,77,2025-09-25 00:00:00,2,Online,923916
20311,99,64,2025-03-02 00:00:00,4,Online,893188
20312,131,54,2025-08-04 00:00:00,3,Online,288905
20313,810,92,2025-05-15 00:00:00,3,Online,749644
20314,529,52,2025-09-07 00:00:00,2,Online,718469
20315,451,43,2025-03-06 00:00:00,4,Online,1490398
20316,426,74,2025-05-17 00:00:00,4,Online,956871
20317,128,24,2025-05-17 00:00:00,2,Online,965163
20318,337,83,2025-05-07 00:00:00,4,Online,42544
20319,638,37,2024-10-10 00:00:00,2,Online,68398
20320,745,65,2025-03-07 00:00:00,4,Loja Física,429761
20321,445,69,2025-09-16 00:00:00,3,Loja Física,917944
20322,885,24,2025-09-17 00:00:00,1,Loja Física,482582
20323,142,32,2025-02-24 00:00:00,4,Loja Física,1491982
20324,868,10,2024-12-18 00:00:00,1,Loja Física,352455
20325,996,91,2025-04-11 00:00:00,1,Online,541626
20326,449,53,2024-10-21 00:00:00,4,Loja Física,1868044
20327,735,52,2025-04-05 00:00:00,1,Loja Física,359234
20328,589,98,2025-01-12 00:00:00,3,Online,1230951
20329,258,62,2025-06-11 00:00:00,1,Online,277942
20330,390,66,2024-10-22 00:00:00,3,Loja Física,903116
20331,844,17,2025-03-29 00:00:00,2,Loja Física,773902
20332,59,66,2025-02-12 00:00:00,2,Online,602078
20333,287,59,2025-04-20 00:00:00,2,Online,841392
20334,596,43,2024-10-18 00:00:00,2,Online,745199
20335,997,1,2025-05-27 00:00:00,4,Loja Física,76583
20336,180,61,2024-10-08 00:00:00,3,Online,1563663
20337,863,54,2024-10-08 00:00:00,2,Loja Física,192603
20338,815,14,2025-09-09 00:00:00,2,Online,619006
20339,880,53,2024-12-23 00:00:00,1,Online,467011
20340,482,14,2025-03-29 00:00:00,3,Loja Física,928509
20341,152,36,2024-12-23 00:00:00,3,Online,1039387
20342,194,56,2025-02-01 00:00:00,4,Loja Física,1655003
20343,690,92,2024-11-07 00:00:00,3,Online,749644
20344,860,51,2025-06-10 00:00:00,1,Loja Física,233034
20345,13,2,2025-04-07 00:00:00,4,Online,1371293
20346,294,78,2025-03-24 00:00:00,4,Online,1770512
20347,809,68,2025-06-28 00:00:00,1,Loja Física,461441
20348,324,32,2025-08-05 00:00:00,2,Loja Física,745991
20349,695,6,2025-04-15 00:00:00,1,Online,333097
20350,373,24,2025-05-02 00:00:00,3,Loja Física,1447745
20351,436,95,2024-10-11 00:00:00,2,Online,374236
20352,109,37,2025-07-23 00:00:00,4,Loja Física,136796
20353,991,91,2025-05-22 00:00:00,1,Loja Física,541626
20354,584,51,2025-08-21 00:00:00,2,Online,466068
20355,868,23,2025-01-20 00:00:00,3,Online,1394427
20356,709,77,2025-04-24 00:00:00,4,Loja Física,1847832
20357,375,31,2025-01-29 00:00:00,1,Online,43473
20358,173,10,2025-07-15 00:00:00,2,Loja Física,704911
20359,435,61,2025-07-24 00:00:00,2,Loja Física,1042442
20360,920,57,2025-04-02 00:00:00,3,Loja Física,926256
20361,823,66,2024-12-19 00:00:00,3,Online,903116
20362,758,35,2024-11-06 00:00:00,1,Loja Física,232835
20363,999,93,2025-06-04 00:00:00,2,Online,936763
20364,609,36,2025-08-15 00:00:00,3,Online,1039387
20365,939,70,2025-07-24 00:00:00,3,Online,901476
20366,958,88,2024-11-08 00:00:00,1,Loja Física,25529
20367,630,21,2025-09-07 00:00:00,3,Online,366447
20368,720,42,2025-03-19 00:00:00,2,Online,697066
20369,347,21,2025-07-09 00:00:00,1,Online,122149
20370,312,33,2025-06-26 00:00:00,3,Loja Física,918343
20371,494,16,2024-10-31 00:00:00,2,Online,1023712
20372,622,65,2025-04-06 00:00:00,3,Loja Física,32232
20373,991,95,2025-03-25 00:00:00,4,Online,748472
20374,187,68,2025-08-08 00:00:00,4,Online,1845764
20375,460,23,2025-01-12 00:00:00,4,Online,1859236
20376,80,49,2024-11-28 00:00:00,4,Loja Física,399098
20377,261,52,2024-12-08 00:00:00,3,Loja Física,1077703
20378,690,28,2025-02-25 00:00:00,2,Loja Física,995718
20379,873,48,2025-07-10 00:00:00,4,Loja Física,1253124
20380,768,96,2025-03-29 00:00:00,1,Online,42838
20381,288,84,2025-04-02 00:00:00,1,Loja Física,40476
20382,561,47,2025-01-03 00:00:00,4,Online,1430568
20383,691,3,2025-05-04 00:00:00,2,Loja Física,264604
20384,57,42,2024-10-29 00:00:00,3,Loja Física,1045599
20385,709,20,2024-12-18 00:00:00,3,Loja Física,668422
20386,793,87,2025-05-25 00:00:00,3,Loja Física,1495941
20387,877,35,2025-08-07 00:00:00,1,Loja Física,232835
20388,81,1,2024-11-27 00:00:00,3,Loja Física,574372
20389,79,71,2025-05-07 00:00:00,4,Loja Física,774071
20390,737,100,2025-08-23 00:00:00,1,Loja Física,1000
20391,707,28,2024-10-02 00:00:00,2,Loja Física,995718
20392,691,80,2025-05-17 00:00:00,3,Loja Física,377361
20393,390,49,2025-02-21 00:00:00,3,Online,299323
20394,743,92,2025-04-25 00:00:00,2,Loja Física,499763
20395,364,34,2025-05-31 00:00:00,3,Online,110616
20396,723,74,2025-07-28 00:00:00,4,Online,956871
20397,201,2,2025-03-31 00:00:00,4,Loja Física,1371293
20398,318,46,2025-04-08 00:00:00,3,Loja Física,27930
20399,557,56,2025-04-18 00:00:00,3,Online,1241252
20400,792,46,2025-09-01 00:00:00,4,Loja Física,37240
20401,332,90,2025-05-05 00:00:00,1,Loja Física,326831
20402,426,70,2025-08-11 00:00:00,1,Loja Física,300492
20403,460,54,2025-05-29 00:00:00,1,Loja Física,96302
20404,237,64,2025-07-06 00:00:00,2,Loja Física,446594
20405,641,14,2025-06-21 00:00:00,3,Loja Física,928509
20406,267,75,2025-07-16 00:00:00,4,Loja Física,21323
20407,107,8,2025-01-29 00:00:00,1,Online,30729
20408,342,43,2025-07-13 00:00:00,3,Loja Física,1117798
20409,150,92,2025-06-24 00:00:00,2,Online,499763
20410,280,28,2025-05-08 00:00:00,3,Loja Física,1493577
20411,254,58,2025-06-10 00:00:00,2,Loja Física,729387
20412,96,69,2025-08-26 00:00:00,3,Online,917944
20413,905,100,2025-04-10 00:00:00,2,Online,2000
20414,653,88,2024-11-10 00:00:00,1,Loja Física,25529
20415,906,81,2024-12-23 00:00:00,4,Loja Física,1731472
20416,409,16,2025-03-21 00:00:00,4,Loja Física,2047425
20417,352,85,2024-10-30 00:00:00,1,Online,150395
20418,847,92,2025-02-14 00:00:00,4,Loja Física,999526
20419,834,62,2025-04-03 00:00:00,3,Online,833825
20420,629,66,2025-04-16 00:00:00,3,Loja Física,903116
20421,548,46,2025-07-14 00:00:00,2,Loja Física,18620
20422,446,19,2025-02-27 00:00:00,1,Loja Física,36876
20423,809,4,2024-10-24 00:00:00,4,Online,68188
20424,359,90,2024-11-12 00:00:00,2,Online,653663
20425,131,19,2025-06-23 00:00:00,1,Online,36876
20426,499,45,2025-01-15 00:00:00,2,Loja Física,289782
20427,508,29,2025-05-09 00:00:00,3,Online,1569851
20428,955,82,2025-06-25 00:00:00,3,Online,1381409
20429,217,13,2025-05-20 00:00:00,3,Loja Física,1339224
20430,386,72,2024-11-12 00:00:00,2,Loja Física,7095
20431,967,82,2025-04-06 00:00:00,4,Loja Física,1841879
20432,567,51,2024-12-03 00:00:00,4,Loja Física,932136
20433,720,19,2024-11-11 00:00:00,2,Loja Física,737519
20434,320,68,2025-06-01 00:00:00,1,Loja Física,461441
20435,595,85,2025-02-03 00:00:00,2,Online,30079
20436,865,74,2025-03-24 00:00:00,3,Online,717653
20437,396,25,2025-03-08 00:00:00,2,Loja Física,367749
20438,451,49,2024-11-30 00:00:00,1,Loja Física,99774
20439,7,94,2025-05-26 00:00:00,4,Loja Física,162292
20440,786,35,2025-06-11 00:00:00,4,Loja Física,93134
20441,158,57,2025-03-13 00:00:00,4,Loja Física,1235008
20442,662,2,2025-07-12 00:00:00,1,Loja Física,342823
20443,338,39,2025-01-23 00:00:00,4,Loja Física,2000647
20444,335,45,2025-09-25 00:00:00,2,Loja Física,289782
20445,411,51,2025-02-24 00:00:00,3,Online,699102
20446,102,28,2025-03-31 00:00:00,2,Loja Física,995718
20447,343,99,2025-06-07 00:00:00,4,Online,1710992
20448,780,12,2025-09-15 00:00:00,4,Loja Física,1264244
20449,802,99,2025-04-17 00:00:00,4,Loja Física,1710992
20450,705,51,2025-03-23 00:00:00,1,Online,233034
20451,348,28,2025-03-04 00:00:00,1,Loja Física,497859
20452,973,44,2025-04-15 00:00:00,4,Loja Física,1311332
20453,915,47,2025-05-09 00:00:00,3,Loja Física,1072926
20454,645,20,2024-11-13 00:00:00,1,Online,222807
20455,130,37,2024-10-25 00:00:00,4,Online,136796
20456,33,34,2025-06-16 00:00:00,2,Online,73744
20457,302,8,2025-09-16 00:00:00,1,Online,30729
20458,40,28,2024-12-18 00:00:00,4,Online,1991436
20459,365,41,2025-02-16 00:00:00,3,Online,83612
20460,786,61,2025-03-08 00:00:00,2,Online,1042442
20461,818,92,2024-10-20 00:00:00,2,Online,499763
20462,409,7,2025-06-10 00:00:00,4,Loja Física,1534112
20463,331,53,2025-01-31 00:00:00,4,Loja Física,1868044
20464,609,14,2025-07-23 00:00:00,3,Loja Física,928509
20465,980,65,2025-04-11 00:00:00,3,Loja Física,32232
20466,356,40,2024-10-05 00:00:00,2,Online,205126
20467,187,95,2025-08-04 00:00:00,2,Online,374236
20468,528,62,2025-07-04 00:00:00,1,Online,277942
20469,236,52,2024-11-05 00:00:00,1,Online,359234
20470,436,12,2025-04-28 00:00:00,2,Loja Física,632122
20471,31,21,2025-05-19 00:00:00,3,Loja Física,366447
20472,780,34,2024-11-21 00:00:00,4,Loja Física,147488
20473,901,58,2024-12-20 00:00:00,3,Online,1094081
20474,578,11,2025-01-14 00:00:00,1,Loja Física,286064
20475,723,8,2025-05-22 00:00:00,1,Online,30729
20476,177,96,2024-12-29 00:00:00,2,Online,85676
20477,470,63,2025-09-18 00:00:00,2,Online,530616
20478,204,19,2025-08-25 00:00:00,2,Loja Física,737519
20479,14,98,2024-12-20 00:00:00,4,Online,1641268
20480,849,40,2025-02-26 00:00:00,2,Online,205126
20481,297,44,2025-02-04 00:00:00,2,Loja Física,655666
20482,848,46,2025-02-07 00:00:00,4,Online,37240
20483,10,16,2025-07-09 00:00:00,3,Loja Física,1535569
20484,101,64,2025-02-06 00:00:00,1,Online,223297
20485,739,68,2025-07-24 00:00:00,4,Loja Física,1845764
20486,104,70,2025-03-16 00:00:00,3,Online,901476
20487,158,98,2025-02-21 00:00:00,3,Loja Física,1230951
20488,816,15,2025-09-17 00:00:00,3,Loja Física,942391
20489,739,14,2025-05-27 00:00:00,1,Loja Física,309503
20490,467,13,2025-04-07 00:00:00,2,Online,892816
20491,33,96,2025-04-16 00:00:00,3,Online,128514
20492,329,82,2025-09-28 00:00:00,3,Loja Física,1381409
20493,524,86,2024-12-03 00:00:00,4,Online,1613176
20494,893,4,2024-11-03 00:00:00,4,Loja Física,68188
20495,751,40,2025-09-12 00:00:00,2,Online,205126
20496,217,30,2025-06-22 00:00:00,3,Loja Física,984777
20497,148,86,2025-02-07 00:00:00,2,Loja Física,806588
20498,582,86,2025-02-12 00:00:00,4,Online,1613176
20499,51,98,2025-09-07 00:00:00,4,Online,1641268
20500,121,55,2025-08-08 00:00:00,1,Loja Física,19381
20501,842,12,2025-05-26 00:00:00,3,Online,948183
20502,412,62,2024-11-19 00:00:00,1,Online,277942
20503,526,50,2024-11-29 00:00:00,1,Online,355518
20504,93,65,2025-03-05 00:00:00,3,Online,32232
20505,269,70,2025-02-05 00:00:00,3,Loja Física,901476
20506,687,52,2025-06-26 00:00:00,1,Online,359234
20507,26,55,2024-10-07 00:00:00,1,Online,19381
20508,339,78,2025-09-27 00:00:00,2,Online,885256
20509,398,82,2025-01-27 00:00:00,1,Online,46047
20510,972,63,2025-03-07 00:00:00,2,Loja Física,530616
20511,756,64,2025-07-27 00:00:00,2,Online,446594
20512,895,19,2024-10-02 00:00:00,3,Loja Física,1106279
20513,828,74,2025-03-11 00:00:00,3,Loja Física,717653
20514,233,95,2025-01-04 00:00:00,3,Online,561354
20515,22,62,2025-08-24 00:00:00,1,Online,277942
20516,319,48,2025-02-17 00:00:00,2,Loja Física,626562
20517,795,83,2025-01-20 00:00:00,3,Loja Física,31908
20518,494,60,2025-04-22 00:00:00,2,Online,893883
20519,456,88,2024-11-23 00:00:00,1,Loja Física,25529
20520,175,61,2024-12-24 00:00:00,4,Online,2084884
20521,477,88,2025-05-11 00:00:00,1,Online,25529
20522,271,73,2025-05-04 00:00:00,3,Online,87904
20523,768,69,2025-07-09 00:00:00,1,Loja Física,305981
20524,85,21,2025-05-22 00:00:00,4,Loja Física,488596
20525,13,84,2025-04-01 00:00:00,4,Online,1619038
20526,232,72,2025-02-20 00:00:00,4,Online,14190
20527,37,69,2025-04-30 00:00:00,4,Online,1223925
20528,855,91,2025-02-09 00:00:00,3,Loja Física,1624877
20529,273,80,2024-10-22 00:00:00,4,Loja Física,503148
20530,189,32,2025-06-17 00:00:00,1,Loja Física,372995
20531,558,76,2025-01-17 00:00:00,1,Loja Física,313557
20532,227,74,2025-08-27 00:00:00,2,Loja Física,478435
20533,305,58,2025-05-22 00:00:00,4,Online,1458775
20534,579,34,2024-10-23 00:00:00,4,Online,147488
20535,671,47,2025-01-14 00:00:00,4,Loja Física,1430568
20536,586,26,2025-02-19 00:00:00,1,Loja Física,31242
20537,13,55,2025-02-27 00:00:00,1,Online,19381
20538,848,86,2025-08-09 00:00:00,1,Online,403294
20539,274,39,2025-06-08 00:00:00,4,Loja Física,2000647
20540,859,74,2025-03-26 00:00:00,4,Online,956871
20541,198,69,2024-12-16 00:00:00,3,Loja Física,917944
20542,596,48,2025-08-14 00:00:00,4,Online,1253124
20543,233,60,2024-10-05 00:00:00,1,Online,446942
20544,718,52,2025-07-04 00:00:00,1,Loja Física,359234
20545,262,30,2024-11-04 00:00:00,1,Online,328259
20546,70,55,2025-03-24 00:00:00,1,Loja Física,19381
20547,220,30,2025-01-01 00:00:00,3,Online,984777
20548,480,63,2025-05-12 00:00:00,1,Loja Física,265308
20549,582,48,2025-03-13 00:00:00,2,Online,626562
20550,865,45,2025-03-02 00:00:00,2,Online,289782
20551,413,38,2024-11-09 00:00:00,4,Loja Física,77132
20552,242,80,2025-08-26 00:00:00,1,Online,125787
20553,63,5,2025-09-17 00:00:00,1,Online,398105
20554,26,97,2025-07-10 00:00:00,4,Online,1951672
20555,350,4,2025-04-17 00:00:00,3,Loja Física,51141
20556,406,38,2024-12-22 00:00:00,2,Loja Física,38566
20557,434,77,2025-05-04 00:00:00,4,Online,1847832
20558,888,49,2025-03-04 00:00:00,4,Online,399098
20559,823,41,2024-11-03 00:00:00,3,Online,83612
20560,578,45,2024-11-03 00:00:00,4,Online,579564
20561,52,27,2025-03-02 00:00:00,1,Online,117653
20562,470,81,2024-12-22 00:00:00,2,Online,865736
20563,151,83,2025-03-24 00:00:00,2,Online,21272
20564,360,6,2025-03-23 00:00:00,3,Online,999292
20565,420,31,2024-12-22 00:00:00,2,Online,86946
20566,814,12,2025-09-10 00:00:00,2,Online,632122
20567,285,12,2025-09-06 00:00:00,4,Online,1264244
20568,232,21,2025-08-12 00:00:00,2,Loja Física,244298
20569,379,89,2025-09-09 00:00:00,4,Loja Física,1798836
20570,723,89,2025-09-07 00:00:00,3,Online,1349127
20571,133,63,2025-07-17 00:00:00,1,Online,265308
20572,233,32,2024-11-06 00:00:00,3,Online,1118986
20573,373,44,2025-01-24 00:00:00,3,Loja Física,983499
20574,528,36,2025-05-10 00:00:00,2,Loja Física,692925
20575,39,13,2025-03-24 00:00:00,3,Online,1339224
20576,409,56,2025-07-14 00:00:00,2,Online,827501
20577,187,80,2025-09-09 00:00:00,3,Loja Física,377361
20578,442,19,2025-04-30 00:00:00,2,Online,737519
20579,171,87,2025-08-13 00:00:00,3,Loja Física,1495941
20580,755,6,2024-12-17 00:00:00,2,Loja Física,666195
20581,554,71,2024-12-21 00:00:00,2,Online,387035
20582,32,66,2024-10-13 00:00:00,2,Online,602078
20583,420,2,2025-02-02 00:00:00,4,Online,1371293
20584,301,56,2025-05-06 00:00:00,4,Loja Física,1655003
20585,598,52,2025-03-22 00:00:00,1,Loja Física,359234
20586,645,40,2025-03-11 00:00:00,3,Online,307689
20587,928,95,2025-04-27 00:00:00,1,Loja Física,187118
20588,807,98,2025-01-29 00:00:00,2,Online,820634
20589,47,97,2025-03-30 00:00:00,2,Loja Física,975836
20590,813,3,2025-03-09 00:00:00,4,Online,529207
20591,312,14,2024-10-30 00:00:00,1,Online,309503
20592,610,3,2025-06-29 00:00:00,2,Online,264604
20593,626,32,2025-03-27 00:00:00,4,Loja Física,1491982
20594,386,71,2025-09-17 00:00:00,3,Online,580553
20595,82,22,2025-05-06 00:00:00,1,Loja Física,307662
20596,519,27,2025-04-18 00:00:00,1,Online,117653
20597,453,51,2025-03-01 00:00:00,4,Loja Física,932136
20598,352,6,2025-01-20 00:00:00,1,Online,333097
20599,808,74,2025-07-30 00:00:00,1,Loja Física,239218
20600,470,42,2025-07-19 00:00:00,2,Loja Física,697066
20601,763,51,2025-09-06 00:00:00,4,Online,932136
20602,516,35,2025-07-10 00:00:00,3,Loja Física,698505
20603,993,26,2025-01-13 00:00:00,2,Loja Física,62484
20604,739,82,2024-10-07 00:00:00,3,Online,1381409
20605,217,46,2025-04-13 00:00:00,2,Loja Física,18620
20606,134,80,2025-03-20 00:00:00,1,Loja Física,125787
20607,717,40,2025-07-25 00:00:00,3,Loja Física,307689
20608,176,9,2025-08-06 00:00:00,3,Online,1404784
20609,736,92,2025-09-23 00:00:00,1,Loja Física,249881
20610,346,15,2025-06-28 00:00:00,1,Loja Física,31413
20611,955,16,2024-10-16 00:00:00,3,Online,1535569
20612,109,54,2025-01-29 00:00:00,3,Loja Física,288905
20613,225,93,2024-10-31 00:00:00,2,Loja Física,936763
20614,383,87,2025-02-20 00:00:00,1,Loja Física,498647
20615,68,28,2025-03-05 00:00:00,3,Loja Física,1493577
20616,691,81,2024-12-03 00:00:00,3,Loja Física,1298604
20617,991,59,2025-04-06 00:00:00,3,Online,1262088
20618,39,56,2025-03-06 00:00:00,4,Loja Física,1655003
20619,79,63,2024-11-03 00:00:00,1,Online,265308
20620,536,64,2025-08-03 00:00:00,3,Loja Física,669891
20621,998,22,2025-06-08 00:00:00,3,Online,922985
20622,828,15,2025-09-14 00:00:00,3,Loja Física,942391
20623,913,17,2025-04-20 00:00:00,2,Online,773902
20624,152,76,2025-06-14 00:00:00,2,Online,627114
20625,755,16,2025-09-04 00:00:00,1,Online,511856
20626,557,40,2025-01-06 00:00:00,4,Loja Física,410252
20627,997,100,2025-04-15 00:00:00,3,Online,3000
20628,101,24,2025-04-30 00:00:00,3,Loja Física,1447745
20629,380,16,2024-11-14 00:00:00,2,Loja Física,1023712
20630,906,96,2025-07-23 00:00:00,3,Loja Física,128514
20631,946,77,2025-02-08 00:00:00,4,Loja Física,1847832
20632,382,61,2025-03-18 00:00:00,3,Online,1563663
20633,890,51,2025-04-09 00:00:00,4,Loja Física,932136
20634,753,13,2025-09-02 00:00:00,2,Online,892816
20635,454,9,2025-02-27 00:00:00,2,Loja Física,936523
20636,87,45,2025-09-04 00:00:00,2,Loja Física,289782
20637,735,92,2025-07-30 00:00:00,4,Online,999526
20638,859,55,2024-09-28 00:00:00,3,Online,58143
20639,694,7,2025-07-06 00:00:00,1,Online,383528
20640,129,70,2025-04-02 00:00:00,2,Online,600984
20641,613,32,2025-05-27 00:00:00,3,Online,1118986
20642,364,31,2025-08-21 00:00:00,4,Online,173892
20643,4,95,2025-02-14 00:00:00,2,Loja Física,374236
20644,734,71,2025-07-03 00:00:00,2,Loja Física,387035
20645,198,43,2025-07-09 00:00:00,1,Loja Física,372599
20646,532,6,2025-09-04 00:00:00,4,Online,1332389
20647,754,6,2025-04-28 00:00:00,4,Online,1332389
20648,790,54,2025-09-24 00:00:00,3,Loja Física,288905
20649,649,39,2025-01-19 00:00:00,2,Online,1000323
20650,782,41,2025-01-24 00:00:00,2,Online,557413
20651,176,59,2025-06-18 00:00:00,2,Online,841392
20652,637,88,2025-08-28 00:00:00,4,Loja Física,102117
20653,569,34,2025-03-29 00:00:00,2,Loja Física,73744
20654,241,53,2025-02-15 00:00:00,3,Loja Física,1401033
20655,72,37,2024-12-11 00:00:00,3,Online,102597
20656,39,16,2025-03-09 00:00:00,1,Loja Física,511856
20657,742,43,2025-02-18 00:00:00,4,Online,1490398
20658,311,9,2025-04-28 00:00:00,2,Online,936523
20659,922,13,2025-07-31 00:00:00,2,Online,892816
20660,707,85,2025-01-08 00:00:00,3,Online,451185
20661,67,12,2025-03-06 00:00:00,1,Online,316061
20662,168,81,2025-06-09 00:00:00,4,Loja Física,1731472
20663,727,98,2025-02-08 00:00:00,1,Loja Física,410317
20664,313,30,2025-05-06 00:00:00,4,Online,1313036
20665,466,11,2025-03-31 00:00:00,4,Online,1144256
