ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total,Mes
53,516,30,2024-02-23,2,Loja Física,6565.18,02
54,223,69,2023-08-13,2,Loja Física,5915.26,08
55,338,76,2023-01-25,4,Online,12294.2,01
56,960,7,2023-05-04,1,Loja Física,3835.28,05
57,166,13,2022-01-07,2,Loja Física,8671.44,01
58,383,4,2024-08-23,1,Loja Física,170.47,08
59,856,50,2022-12-27,2,Online,7110.36,12
60,895,3,2022-11-02,4,Loja Física,4947.56,11
61,376,12,2024-02-11,3,Loja Física,9481.83,02
62,471,65,2023-02-04,3,Loja Física,2559.27,02
63,790,27,2024-05-23,4,Loja Física,4548.08,05
64,642,50,2024-07-02,1,Loja Física,3555.18,07
65,31,77,2024-09-03,2,Loja Física,8833.54,09
66,375,17,2024-05-05,3,Loja Física,11423.94,05
67,11,72,2023-03-06,4,Loja Física,1419.0,03
68,988,32,2023-07-06,1,Loja Física,3603.99,07
69,302,84,2024-02-05,3,Online,11140.17,02
70,96,51,2024-01-23,4,Loja Física,9321.36,01
71,190,17,2023-07-14,2,Loja Física,7615.96,07
72,453,34,2024-03-30,4,Loja Física,1445.64,03
73,192,35,2023-09-10,1,Loja Física,2328.35,09
74,486,99,2024-07-08,3,Loja Física,12832.44,07
75,266,24,2022-08-14,2,Loja Física,9305.56,08
76,424,54,2023-05-15,1,Online,931.67,05
77,128,18,2022-08-13,4,Loja Física,9068.96,08
78,238,50,2022-10-07,3,Loja Física,10665.54,10
79,920,46,2023-03-23,3,Online,2596.23,03
80,355,48,2023-05-13,1,Online,3036.58,05
81,940,33,2022-01-30,2,Online,6012.96,01
82,112,87,2023-02-03,1,Loja Física,4986.47,02
83,828,89,2022-12-11,3,Loja Física,13491.27,12
84,446,27,2023-11-16,3,Loja Física,3411.06,11
85,343,1,2023-11-27,3,Loja Física,4897.83,11
86,145,85,2024-03-28,2,Loja Física,3007.9,03
87,65,59,2023-02-19,3,Loja Física,12620.88,02
88,247,10,2024-01-12,3,Online,94070.4,01
89,735,95,2022-06-19,1,Loja Física,1742.87,06
90,991,25,2024-05-10,3,Loja Física,5326.02,05
91,490,84,2023-04-24,4,Online,14853.56,04
92,825,57,2024-07-30,1,Loja Física,3087.52,07
93,439,66,2022-05-11,3,Online,8717.34,05
94,106,15,2023-09-30,1,Online,2946.66,09
95,181,28,2023-07-01,1,Online,4978.59,07
96,184,13,2022-01-28,4,Online,17342.88,01
97,226,14,2024-07-17,1,Loja Física,2975.99,07
98,777,66,2023-02-08,1,Loja Física,2905.78,02
99,790,34,2023-08-30,2,Loja Física,722.82,08
100,909,99,2023-08-01,3,Loja Física,12832.44,08
101,89,25,2023-11-10,2,Loja Física,3550.68,11
102,688,54,2022-01-28,3,Loja Física,2795.01,01
103,530,79,2022-03-27,1,Online,3329.32,03
104,371,12,2023-10-21,3,Online,9481.83,10
105,972,9,2023-03-15,1,Online,4201.89,03
106,936,31,2022-05-19,3,Online,12124.89,05
107,913,78,2024-06-06,1,Online,4426.28,06
108,399,93,2023-04-18,3,Loja Física,12756.6,04
109,106,53,2022-07-06,3,Loja Física,12609.3,07
110,271,43,2022-02-21,3,Online,10547.91,02
111,975,38,2022-09-24,1,Online,1928.3,09
112,831,42,2023-01-24,3,Loja Física,10455.99,01
113,503,72,2022-12-02,1,Loja Física,354.75,12
114,679,48,2022-08-05,2,Loja Física,6073.16,08
115,525,67,2023-04-11,3,Loja Física,4372.08,04
116,849,66,2022-12-01,4,Loja Física,11623.12,12
117,32,16,2022-12-12,4,Online,19817.32,12
118,393,83,2024-02-19,1,Online,1063.6,02
119,40,94,2024-06-19,4,Online,1622.92,06
120,660,16,2023-01-24,1,Loja Física,4954.33,01
121,218,31,2022-10-12,1,Online,4041.63,10
122,731,58,2024-02-10,4,Online,14112.92,02
123,981,28,2024-09-01,4,Online,19914.36,09
124,82,4,2024-05-01,2,Loja Física,340.94,05
125,845,10,2023-03-08,1,Loja Física,3135.68,03
126,720,51,2022-09-16,4,Loja Física,9321.36,09
127,201,18,2024-05-04,2,Loja Física,4534.48,05
128,447,47,2022-03-25,2,Online,6432.22,03
129,844,32,2023-04-27,1,Online,3603.99,04
130,428,30,2022-01-20,3,Loja Física,9847.77,01
131,38,36,2024-02-07,4,Loja Física,13625.8,02
132,211,9,2023-07-07,4,Loja Física,16807.56,07
133,444,36,2022-02-23,4,Online,13625.8,02
134,327,29,2024-09-01,4,Loja Física,19629.92,09
135,761,16,2022-12-25,4,Online,19817.32,12
136,227,92,2022-08-18,4,Loja Física,9514.2,08
137,48,21,2023-10-28,2,Loja Física,2442.98,10
138,18,64,2022-03-12,1,Loja Física,2069.25,03
139,912,66,2024-03-10,2,Online,5811.56,03
140,439,59,2024-09-07,4,Loja Física,16827.84,09
141,807,99,2023-10-30,1,Online,4277.48,10
142,708,28,2022-02-11,4,Online,19914.36,02
143,187,55,2024-02-12,1,Loja Física,193.81,02
144,345,31,2022-02-01,2,Online,8083.26,02
145,224,33,2024-08-30,1,Loja Física,3006.48,08
146,830,87,2022-09-11,2,Loja Física,9972.94,09
147,488,60,2022-07-24,4,Loja Física,16135.08,07
148,909,41,2024-05-09,1,Loja Física,2551.76,05
149,877,81,2022-01-21,3,Online,12986.04,01
150,849,46,2023-09-29,3,Online,2596.23,09
151,229,49,2022-06-06,2,Loja Física,1957.68,06
152,390,65,2022-09-02,2,Loja Física,1706.18,09
153,979,42,2022-05-10,2,Online,6970.66,05
154,589,23,2023-04-30,2,Online,9296.18,04
155,188,27,2023-11-17,4,Online,4548.08,11
156,858,89,2022-04-28,3,Online,13491.27,04
157,270,32,2023-08-01,2,Loja Física,7207.98,08
158,607,83,2024-08-28,1,Online,1063.6,08
159,310,88,2022-08-12,1,Online,247.13,08
160,132,3,2023-04-22,4,Loja Física,4947.56,04
161,551,60,2023-12-18,2,Loja Física,8067.54,12
162,72,76,2022-09-20,1,Online,3073.55,09
163,793,99,2024-02-25,2,Loja Física,8554.96,02
164,845,79,2023-01-13,1,Online,3329.32,01
165,672,17,2022-06-21,4,Loja Física,15231.92,06
166,187,32,2023-09-13,1,Online,3603.99,09
167,486,7,2023-09-14,2,Loja Física,7670.56,09
168,191,83,2024-09-13,2,Online,2127.2,09
169,422,71,2024-02-05,4,Loja Física,7356.52,02
170,120,69,2024-01-06,3,Online,8872.89,01
171,220,58,2022-04-28,2,Loja Física,7056.46,04
172,53,40,2024-03-07,3,Loja Física,2760.15,03
173,734,85,2024-04-18,2,Loja Física,3007.9,04
174,451,48,2022-06-17,4,Loja Física,12146.32,06
175,412,51,2024-09-14,1,Loja Física,2330.34,09
176,643,57,2022-11-15,3,Online,9262.56,11
177,237,71,2022-04-21,1,Loja Física,1839.13,04
178,758,37,2023-08-16,4,Loja Física,13679.6,08
179,738,87,2022-01-27,4,Online,19945.88,01
180,720,75,2024-08-09,4,Online,2057.48,08
181,406,74,2022-11-16,2,Loja Física,4348.68,11
182,608,85,2023-08-13,2,Loja Física,3007.9,08
183,422,55,2023-11-25,2,Loja Física,387.62,11
184,712,41,2024-07-18,2,Online,51035.2,07
185,247,97,2024-09-08,3,Loja Física,14637.54,09
186,72,20,2023-01-20,4,Online,8028.92,01
187,830,33,2023-02-11,3,Online,9019.44,02
188,185,40,2024-08-22,2,Online,1840.1,08
189,6,99,2024-01-03,1,Loja Física,4277.48,01
190,206,34,2022-07-23,3,Loja Física,1084.23,07
191,544,62,2022-03-19,1,Loja Física,2726.08,03
192,611,91,2023-08-30,2,Loja Física,9739.14,08
193,906,19,2023-12-09,3,Online,10698.75,12
194,387,43,2024-04-30,3,Loja Física,10547.91,04
195,768,69,2023-10-05,3,Online,8872.89,10
196,699,63,2022-09-06,1,Loja Física,2493.63,09
197,76,93,2022-04-15,2,Online,8504.4,04
198,177,10,2023-12-15,4,Loja Física,12542.72,12
199,827,13,2024-03-02,4,Loja Física,17342.88,03
200,799,93,2022-11-05,2,Online,8504.4,11
201,349,5,2024-05-20,3,Loja Física,11535.99,05
202,255,58,2023-12-02,4,Loja Física,14112.92,12
203,837,59,2023-09-07,3,Online,12620.88,09
204,702,76,2024-04-04,2,Online,6147.1,04
205,308,59,2022-05-04,1,Online,4206.96,05
206,345,77,2024-03-26,3,Online,13250.31,03
207,127,86,2023-08-03,1,Loja Física,4032.94,08
208,937,15,2024-03-12,1,Loja Física,2946.66,03
209,287,77,2022-02-12,2,Online,8833.54,02
210,766,1,2022-12-22,2,Loja Física,3265.22,12
211,725,38,2023-06-30,1,Loja Física,1928.3,06
212,762,53,2023-03-15,1,Online,4203.1,03
213,596,52,2023-11-09,4,Online,13488.12,11
214,487,1,2023-01-15,4,Loja Física,6530.44,01
215,383,11,2022-03-12,2,Loja Física,5721.28,03
216,406,58,2023-06-03,3,Online,10584.69,06
217,388,40,2023-10-26,1,Online,920.05,10
218,525,86,2022-12-16,3,Online,12098.82,12
219,557,99,2022-01-13,1,Loja Física,4277.48,01
220,639,60,2024-05-19,2,Online,8067.54,05
221,938,44,2023-03-07,3,Online,9834.99,03
222,626,6,2024-04-22,2,Loja Física,6312.68,04
223,945,28,2023-05-17,1,Online,4978.59,05
224,276,31,2022-04-19,2,Online,8083.26,04
225,500,8,2023-03-20,3,Online,872.4,03
226,717,5,2024-09-10,4,Loja Física,15381.32,09
227,337,54,2023-01-06,2,Loja Física,1863.34,01
228,950,17,2023-10-13,3,Online,11423.94,10
229,932,38,2024-07-01,2,Loja Física,3856.6,07
230,481,9,2024-04-28,2,Online,8403.78,04
231,897,74,2023-04-16,4,Loja Física,8697.36,04
232,911,84,2023-12-26,3,Loja Física,11140.17,12
233,973,78,2022-06-06,3,Online,13278.84,06
234,273,14,2023-03-22,3,Online,8927.97,03
235,920,26,2022-06-30,1,Loja Física,2685.62,06
236,58,93,2024-01-22,2,Loja Física,8504.4,01
237,328,62,2023-06-19,4,Loja Física,10904.32,06
238,731,91,2024-09-15,3,Loja Física,14608.71,09
239,109,25,2023-10-29,4,Online,7101.36,10
240,279,80,2022-10-04,1,Loja Física,1135.04,10
241,686,36,2023-09-23,1,Online,3406.45,09
242,328,98,2024-04-07,4,Online,16412.68,04
243,776,80,2024-07-30,3,Loja Física,3405.12,07
244,315,33,2023-07-06,4,Loja Física,12025.92,07
245,474,3,2024-03-04,3,Loja Física,3710.67,03
246,111,87,2023-05-11,3,Online,14959.41,05
247,699,11,2023-04-22,1,Online,2860.64,04
248,781,58,2023-03-23,4,Loja Física,14112.92,03
249,935,64,2024-04-25,1,Loja Física,2069.25,04
250,229,18,2024-01-19,2,Loja Física,4534.48,01
251,497,47,2023-08-30,1,Online,3216.11,08
252,156,44,2022-10-02,3,Online,9834.99,10
253,473,93,2022-11-27,4,Loja Física,17008.8,11
254,701,59,2024-05-22,2,Online,8413.92,05
255,272,50,2022-09-09,2,Online,7110.36,09
256,887,69,2024-04-30,2,Online,5915.26,04
257,2,88,2024-08-15,2,Online,494.26,08
258,758,29,2022-03-30,4,Loja Física,19629.92,03
259,722,93,2022-10-13,3,Loja Física,12756.6,10
260,511,90,2024-06-21,2,Loja Física,6301.78,06
261,913,67,2023-04-07,3,Online,4372.08,04
262,286,2,2022-09-07,1,Loja Física,3306.28,09
263,871,25,2024-02-08,3,Loja Física,5326.02,02
264,13,19,2023-04-21,2,Online,7132.5,04
265,608,40,2023-08-07,1,Online,920.05,08
266,498,2,2023-09-17,1,Online,3306.28,09
267,733,83,2023-11-16,1,Loja Física,1063.6,11
268,238,65,2023-01-24,2,Loja Física,1706.18,01
269,94,62,2022-12-11,3,Online,8178.24,12
270,338,91,2022-01-30,4,Loja Física,19478.28,01
271,781,54,2023-05-22,3,Loja Física,2795.01,05
272,171,45,2024-05-21,2,Online,2897.82,05
273,981,49,2022-11-29,2,Online,1957.68,11
274,606,99,2022-07-06,1,Loja Física,4277.48,07
275,661,69,2023-05-15,3,Loja Física,8872.89,05
276,624,38,2022-08-06,2,Online,3856.6,08
277,567,4,2022-12-30,2,Online,340.94,12
278,849,17,2024-03-27,4,Online,15231.92,03
279,936,53,2022-09-22,3,Online,12609.3,09
280,467,85,2022-12-15,1,Loja Física,1503.95,12
281,628,53,2022-10-14,1,Loja Física,4203.1,10
282,143,31,2024-06-20,1,Loja Física,4041.63,06
283,201,22,2023-09-03,3,Loja Física,9073.71,09
284,180,11,2023-12-20,2,Loja Física,5721.28,12
285,714,34,2024-06-20,2,Online,722.82,06
286,364,15,2022-10-10,4,Online,11786.64,10
287,479,10,2023-07-24,4,Online,12542.72,07
288,565,96,2022-01-11,2,Online,856.76,01
289,471,53,2023-06-14,2,Loja Física,8406.2,06
290,384,48,2024-08-28,3,Loja Física,9109.74,08
291,692,31,2022-07-15,4,Online,16166.52,07
292,926,37,2022-03-29,1,Loja Física,3419.9,03
293,417,28,2022-09-05,1,Online,4978.59,09
294,825,31,2024-01-08,1,Loja Física,4041.63,01
295,308,70,2023-02-21,1,Loja Física,3004.92,02
296,649,14,2023-05-16,2,Loja Física,5951.98,05
297,694,87,2023-07-23,2,Loja Física,9972.94,07
298,367,16,2024-02-16,3,Loja Física,14862.99,02
299,1,25,2022-09-04,1,Loja Física,1775.34,09
300,44,39,2023-12-09,2,Loja Física,9428.58,12
301,739,66,2023-05-03,2,Online,5811.56,05
302,843,38,2023-10-24,2,Online,3856.6,10
303,98,41,2023-12-30,1,Loja Física,2551.76,12
304,720,98,2023-05-18,2,Online,8206.34,05
305,265,40,2023-04-04,4,Online,3680.2,04
306,800,64,2024-03-22,1,Online,2069.25,03
307,783,89,2022-01-18,1,Online,4497.09,01
308,140,16,2022-04-06,4,Online,19817.32,04
309,481,82,2022-10-29,3,Loja Física,13325.58,10
310,237,77,2022-08-15,3,Loja Física,13250.31,08
311,974,59,2023-02-19,1,Loja Física,4206.96,02
312,953,91,2023-12-10,1,Online,4869.57,12
313,904,98,2022-09-07,1,Online,4103.17,09
314,72,11,2022-11-10,4,Loja Física,11442.56,11
315,667,1,2023-11-11,2,Online,3265.22,11
316,190,13,2023-08-19,4,Loja Física,17342.88,08
317,268,30,2023-01-13,2,Loja Física,6565.18,01
318,321,69,2023-04-30,2,Online,5915.26,04
319,107,18,2023-07-21,3,Online,6801.72,07
320,232,78,2023-06-28,4,Online,17705.12,06
321,42,13,2022-12-19,4,Loja Física,17342.88,12
322,702,32,2023-03-12,1,Loja Física,3603.99,03
323,883,71,2024-02-03,4,Loja Física,7356.52,02
324,139,72,2023-07-18,2,Loja Física,709.5,07
325,615,50,2022-12-05,2,Online,7110.36,12
326,683,71,2022-12-27,4,Loja Física,7356.52,12
327,863,80,2023-12-21,3,Online,3405.12,12
328,273,31,2023-04-10,3,Loja Física,12124.89,04
329,481,51,2022-10-05,1,Loja Física,2330.34,10
330,416,27,2022-11-10,1,Loja Física,1137.02,11
331,506,60,2022-09-15,2,Loja Física,8067.54,09
332,733,33,2022-08-25,4,Loja Física,12025.92,08
333,725,53,2022-05-04,2,Loja Física,8406.2,05
334,853,93,2024-01-09,2,Online,8504.4,01
335,424,72,2022-07-17,4,Loja Física,1419.0,07
336,407,33,2022-11-20,2,Online,6012.96,11
337,568,41,2022-05-03,2,Online,5103.52,05
338,390,19,2024-01-31,3,Loja Física,10698.75,01
339,342,85,2023-07-03,1,Loja Física,1503.95,07
340,946,41,2024-08-31,3,Loja Física,7655.28,08
341,614,85,2024-02-20,1,Online,1503.95,02
342,933,89,2023-12-08,1,Online,4497.09,12
343,493,42,2022-07-09,1,Online,3485.33,07
344,192,23,2022-07-16,3,Online,13944.27,07
345,499,75,2022-08-10,4,Loja Física,2057.48,08
346,822,33,2024-01-27,2,Online,6012.96,01
347,712,20,2023-05-11,4,Online,8028.92,05
348,233,25,2022-10-11,4,Online,7101.36,10
349,945,90,2024-01-12,1,Online,3150.89,01
350,227,52,2023-08-27,1,Loja Física,3372.03,08
351,371,12,2024-09-27,3,Loja Física,9481.83,09
352,139,32,2024-02-18,3,Loja Física,10811.97,02
353,856,33,2023-06-22,2,Loja Física,6012.96,06
354,817,74,2023-09-04,4,Loja Física,8697.36,09
355,149,68,2022-10-17,4,Online,18457.64,10
356,115,15,2022-04-13,2,Online,5893.32,04
357,450,51,2024-05-02,1,Online,2330.34,05
358,63,6,2022-07-18,3,Online,9469.02,07
359,104,91,2022-10-31,2,Online,9739.14,10
360,851,69,2022-08-21,4,Loja Física,11830.52,08
361,871,69,2023-01-05,2,Online,5915.26,01
362,668,82,2022-07-03,2,Loja Física,8883.72,07
363,273,92,2022-11-06,4,Loja Física,9514.2,11
364,6,35,2022-01-15,4,Loja Física,9313.4,01
365,147,86,2023-12-27,3,Online,12098.82,12
366,184,34,2023-07-01,3,Online,1084.23,07
367,998,63,2022-05-10,4,Online,9974.52,05
368,28,68,2022-10-08,3,Loja Física,13843.23,10
369,962,18,2022-02-16,3,Loja Física,6801.72,02
370,550,26,2024-09-24,3,Online,8056.86,09
371,119,86,2022-02-25,4,Loja Física,16131.76,02
372,293,97,2023-07-21,1,Loja Física,4879.18,07
373,371,61,2022-10-27,1,Loja Física,4808.51,10
374,244,78,2023-12-16,3,Online,13278.84,12
375,580,95,2024-08-24,1,Loja Física,1742.87,08
376,726,74,2022-05-10,3,Online,6523.02,05
377,218,88,2023-10-16,1,Online,247.13,10
378,177,85,2024-06-08,1,Loja Física,1503.95,06
379,299,48,2024-02-10,2,Loja Física,6073.16,02
380,676,72,2023-05-18,3,Loja Física,1064.25,05
381,58,96,2022-04-16,1,Online,428.38,04
382,269,31,2024-06-12,1,Online,4041.63,06
383,308,34,2022-01-13,2,Loja Física,722.82,01
384,570,87,2023-08-11,1,Loja Física,4986.47,08
385,288,89,2022-10-19,2,Online,8994.18,10
386,977,7,2023-04-26,1,Loja Física,3835.28,04
387,105,83,2023-05-06,2,Online,2127.2,05
388,228,7,2023-03-28,2,Loja Física,7670.56,03
389,247,47,2022-12-15,4,Loja Física,12864.44,12
390,700,8,2022-07-08,3,Loja Física,872.4,07
391,494,78,2024-09-15,4,Online,17705.12,09
392,83,1,2022-02-22,3,Loja Física,4897.83,02
393,186,77,2022-09-16,1,Loja Física,4416.77,09
394,252,3,2024-08-21,3,Online,3710.67,08
395,355,53,2024-06-01,4,Online,16812.4,06
396,750,92,2023-05-05,3,Online,7135.65,05
397,872,38,2022-04-27,4,Online,7713.2,04
398,696,51,2024-04-21,3,Online,6991.02,04
399,796,15,2022-03-08,1,Online,2946.66,03
400,897,67,2023-02-15,1,Online,1457.36,02
401,938,64,2023-05-19,3,Online,6207.75,05
402,210,68,2022-03-17,3,Loja Física,13843.23,03
403,816,5,2023-08-14,1,Loja Física,3845.33,08
404,808,90,2023-10-07,3,Loja Física,9452.67,10
405,609,89,2023-12-04,2,Loja Física,8994.18,12
406,447,10,2022-02-24,1,Online,3135.68,02
407,460,8,2022-06-05,1,Online,290.8,06
408,968,12,2022-06-02,4,Online,12642.44,06
409,472,64,2024-04-10,4,Online,8277.0,04
410,720,59,2023-07-31,2,Online,8413.92,07
411,370,67,2024-08-29,3,Loja Física,4372.08,08
412,900,91,2022-11-08,2,Loja Física,9739.14,11
413,934,50,2022-03-29,3,Online,10665.54,03
414,492,23,2022-09-12,4,Loja Física,18592.36,09
415,923,40,2022-05-02,3,Online,2760.15,05
416,137,97,2023-07-26,4,Online,19516.72,07
417,367,78,2024-02-22,1,Loja Física,4426.28,02
418,912,87,2023-03-03,1,Loja Física,4986.47,03
419,184,95,2023-09-13,3,Online,5228.61,09
420,588,77,2023-09-03,4,Loja Física,17667.08,09
421,287,76,2024-03-20,2,Online,6147.1,03
422,472,99,2023-09-26,4,Online,17109.92,09
423,375,18,2022-08-20,4,Loja Física,9068.96,08
424,654,21,2024-03-05,4,Online,4885.96,03
425,749,1,2023-06-20,1,Online,1632.61,06
426,537,38,2023-01-25,4,Loja Física,7713.2,01
427,511,41,2023-04-07,3,Online,7655.28,04
428,802,42,2024-07-19,1,Online,3485.33,07
429,579,9,2023-03-30,1,Loja Física,4201.89,03
430,250,23,2022-11-01,1,Loja Física,4648.09,11
431,920,78,2024-05-30,4,Loja Física,17705.12,05
432,510,11,2023-08-26,2,Online,5721.28,08
433,630,71,2023-03-16,4,Online,7356.52,03
434,73,31,2022-11-09,4,Loja Física,16166.52,11
435,282,88,2023-08-06,2,Loja Física,494.26,08
436,916,26,2023-09-28,4,Online,10742.48,09
437,960,30,2022-03-03,3,Loja Física,9847.77,03
438,360,34,2023-09-17,2,Online,722.82,09
439,10,46,2024-09-10,3,Online,2596.23,09
440,211,69,2024-01-28,3,Loja Física,8872.89,01
441,835,5,2022-04-12,1,Online,3845.33,04
442,152,61,2024-08-28,1,Loja Física,4808.51,08
443,5,83,2024-02-21,2,Online,2127.2,02
444,195,38,2022-08-01,4,Online,7713.2,08
445,954,28,2023-10-03,3,Online,14935.77,10
446,283,26,2022-08-05,4,Loja Física,10742.48,08
447,464,61,2022-09-28,3,Online,14425.53,09
448,113,23,2023-11-08,1,Online,4648.09,11
449,271,46,2022-03-25,1,Loja Física,865.41,03
450,163,30,2022-06-10,1,Loja Física,3282.59,06
451,460,67,2022-09-03,2,Online,2914.72,09
452,105,92,2022-06-27,3,Loja Física,7135.65,06
453,693,33,2023-07-20,4,Online,12025.92,07
454,556,3,2022-03-18,3,Online,3710.67,03
455,282,69,2022-06-10,4,Online,11830.52,06
456,687,83,2022-01-03,4,Online,4254.4,01
457,162,42,2023-02-23,4,Online,13941.32,02
458,983,62,2023-04-07,3,Online,8178.24,04
459,351,58,2023-12-07,1,Loja Física,3528.23,12
460,434,57,2023-09-01,2,Online,6175.04,09
461,852,1,2023-04-27,2,Online,3265.22,04
462,140,73,2022-10-26,1,Loja Física,255.54,10
463,471,60,2022-02-03,2,Online,80675.4,02
464,132,69,2022-08-26,4,Online,11830.52,08
465,87,59,2022-10-23,2,Online,8413.92,10
466,688,46,2023-12-25,3,Online,2596.23,12
467,183,34,2022-10-17,1,Loja Física,361.41,10
468,368,97,2023-12-21,1,Online,4879.18,12
469,129,25,2024-05-30,1,Loja Física,1775.34,05
470,246,42,2023-04-10,1,Loja Física,3485.33,04
471,601,29,2022-03-14,3,Loja Física,14722.44,03
472,578,25,2023-12-05,4,Online,7101.36,12
473,670,54,2022-08-28,4,Online,3726.68,08
474,899,73,2024-08-04,4,Loja Física,1022.16,08
475,378,67,2022-09-28,2,Loja Física,2914.72,09
476,149,15,2024-03-17,4,Online,11786.64,03
477,985,4,2024-03-21,2,Online,340.94,03
478,852,38,2023-10-03,3,Online,5784.9,10
479,433,20,2023-08-27,2,Online,4014.46,08
480,628,23,2023-11-09,4,Online,18592.36,11
481,726,37,2024-04-03,1,Loja Física,3419.9,04
482,469,62,2024-08-14,3,Loja Física,8178.24,08
483,446,8,2022-07-22,4,Loja Física,1163.2,07
484,481,37,2023-03-12,4,Online,13679.6,03
485,884,45,2022-04-28,4,Loja Física,5795.64,04
486,294,97,2023-07-12,3,Online,14637.54,07
487,765,33,2022-08-19,1,Loja Física,3006.48,08
488,143,7,2023-10-26,1,Online,3835.28,10
489,250,22,2022-06-02,1,Loja Física,3024.57,06
490,878,5,2024-07-19,4,Loja Física,15381.32,07
491,948,15,2022-09-30,2,Online,5893.32,09
492,975,21,2024-04-26,4,Online,4885.96,04
493,302,89,2022-05-26,1,Loja Física,4497.09,05
494,25,17,2022-03-15,3,Loja Física,11423.94,03
495,789,56,2022-03-03,2,Online,7835.2,03
496,984,50,2022-06-19,2,Online,7110.36,06
497,889,7,2024-03-22,4,Online,15341.12,03
498,890,50,2022-11-11,3,Loja Física,10665.54,11
499,901,60,2023-09-02,2,Loja Física,8067.54,09
500,70,83,2024-02-06,1,Online,1063.6,02
501,625,7,2024-04-24,4,Loja Física,15341.12,04
502,875,40,2023-08-06,4,Online,3680.2,08
503,112,45,2024-08-01,1,Loja Física,1448.91,08
504,364,59,2022-10-23,1,Online,4206.96,10
505,303,88,2023-03-26,1,Online,247.13,03
506,471,75,2022-05-08,2,Loja Física,1028.74,05
507,964,55,2023-04-25,3,Online,581.43,04
508,91,64,2023-12-07,2,Online,4138.5,12
509,530,65,2022-11-08,3,Loja Física,2559.27,11
510,661,54,2023-12-18,4,Loja Física,3726.68,12
511,988,96,2023-02-17,3,Loja Física,1285.14,02
512,739,40,2024-08-23,1,Loja Física,920.05,08
513,726,53,2022-10-06,2,Online,8406.2,10
514,872,44,2023-05-28,1,Online,3278.33,05
515,663,63,2023-07-07,4,Online,9974.52,07
516,192,2,2023-05-21,2,Online,6612.56,05
517,963,79,2023-03-25,2,Online,6658.64,03
518,552,21,2022-03-24,1,Loja Física,1221.49,03
519,242,88,2023-09-05,2,Loja Física,494.26,09
520,138,50,2022-02-10,1,Online,3555.18,02
521,345,81,2024-06-29,3,Loja Física,12986.04,06
522,180,52,2023-03-19,4,Loja Física,13488.12,03
523,712,9,2024-01-23,1,Loja Física,4201.89,01
524,503,99,2022-11-27,4,Loja Física,17109.92,11
